created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2019-09-17 19:35:59 IST,44,16.20000,22.80000,2.23295,28.42045,0.09715,56.60000,25.60000,,,,
2019-09-17 19:36:16 IST,45,16.50000,20.70000,2.14360,27.27880,0.10220,56.70000,25.50000,,,,
2019-09-17 19:36:32 IST,46,16.50000,23.20000,2.36259,29.25355,0.10322,57.10000,25.40000,,,,
2019-09-17 19:36:49 IST,47,16.30000,25.20000,2.34374,29.08574,0.10526,57.10000,25.40000,,,,
2019-09-17 19:37:05 IST,48,16.00000,22.90000,2.32500,29.08574,0.10937,57.00000,25.30000,,,,
2019-09-17 19:37:22 IST,49,16.80000,20.90000,2.30637,28.91852,0.11040,56.90000,25.10000,,,,
2019-09-17 19:37:39 IST,50,17.20000,21.60000,2.07403,26.79817,0.11560,57.10000,25.00000,,,,
2019-09-17 19:37:55 IST,51,16.70000,20.80000,2.09127,26.63910,0.11770,57.20000,25.00000,,,,
2019-09-17 19:38:11 IST,52,17.10000,21.90000,2.26944,28.75190,0.11560,57.50000,24.90000,,,,
2019-09-17 19:38:28 IST,53,16.50000,20.80000,2.05689,28.75190,0.11770,57.50000,24.90000,,,,
2019-09-17 19:38:44 IST,54,15.70000,19.70000,2.26944,28.75190,0.11981,57.30000,24.80000,,,,
2019-09-17 19:39:01 IST,55,16.50000,20.30000,2.03986,26.63910,0.12299,57.50000,24.80000,,,,
2019-09-17 19:39:17 IST,56,16.60000,19.90000,2.03986,26.63910,0.12405,57.60000,24.70000,,,,
2019-09-17 19:39:34 IST,57,16.40000,19.40000,2.21486,28.58588,0.12299,57.30000,24.70000,,,,
2019-09-17 19:39:51 IST,58,17.00000,19.10000,2.10861,27.27880,0.12512,57.20000,24.60000,,,,
2019-09-17 19:40:08 IST,59,17.00000,20.60000,2.02293,26.48059,0.12942,57.30000,24.60000,,,,
2019-09-17 19:40:25 IST,60,16.60000,20.00000,2.03986,27.92768,0.12834,57.60000,24.60000,,,,
2019-09-17 19:40:41 IST,61,16.50000,19.90000,2.23295,26.95782,0.13050,57.10000,24.40000,,,,
2019-09-17 19:40:57 IST,62,16.10000,18.20000,2.02293,28.58588,0.13050,57.00000,24.60000,,,,
2019-09-17 19:41:14 IST,63,16.30000,18.60000,2.19689,26.16525,0.13266,56.70000,24.50000,,,,
2019-09-17 19:41:31 IST,64,16.40000,20.30000,1.98937,26.48059,0.13812,56.50000,24.40000,,,,
2019-09-17 19:41:48 IST,65,16.60000,23.50000,1.98937,26.48059,0.13922,56.70000,24.40000,,,,
2019-09-17 19:42:05 IST,66,16.80000,21.40000,1.98937,26.32264,0.14143,56.60000,24.30000,,,,
2019-09-17 19:42:21 IST,67,16.80000,21.50000,1.98937,26.32264,0.14365,56.50000,24.30000,,,,
2019-09-17 19:42:38 IST,68,16.90000,20.90000,2.19689,26.63910,0.14365,56.60000,24.20000,,,,
2019-09-17 19:42:55 IST,69,16.90000,18.90000,2.19689,28.42045,0.14588,56.80000,24.20000,,,,
2019-09-17 19:43:12 IST,70,16.20000,18.60000,2.17902,28.42045,0.14476,56.90000,24.20000,,,,
2019-09-17 19:43:29 IST,71,16.50000,21.80000,1.97275,26.32264,0.15037,56.90000,24.20000,,,,
2019-09-17 19:43:46 IST,72,16.90000,23.50000,2.17902,28.25561,0.14700,57.10000,24.20000,,,,
2019-09-17 19:44:02 IST,73,17.10000,20.60000,1.70496,22.84012,0.15718,57.60000,24.20000,,,,
2019-09-17 19:44:19 IST,74,16.30000,20.00000,1.54592,22.11979,0.15604,57.40000,24.20000,,,,
2019-09-17 19:44:35 IST,75,14.30000,18.90000,2.00610,26.79817,0.14700,57.90000,24.30000,,,,
2019-09-17 19:44:52 IST,76,13.10000,18.00000,2.09127,27.27880,0.14924,57.70000,24.30000,,,,
2019-09-17 19:45:08 IST,77,13.70000,19.30000,1.69005,23.57327,0.15376,57.70000,24.30000,,,,
2019-09-17 19:45:25 IST,78,14.20000,19.10000,1.93979,26.00842,0.15490,57.20000,24.30000,,,,
2019-09-17 19:45:41 IST,79,13.70000,18.40000,1.78087,24.77361,0.15490,57.00000,24.30000,,,,
2019-09-17 19:45:58 IST,80,13.70000,16.30000,1.78087,24.62170,0.15490,57.00000,24.30000,,,,
2019-09-17 19:46:15 IST,81,13.90000,18.30000,1.75023,25.69643,0.15376,57.00000,24.20000,,,,
2019-09-17 19:46:31 IST,82,14.10000,19.20000,1.78087,24.77361,0.15604,57.30000,24.20000,,,,
2019-09-17 19:46:48 IST,83,14.30000,17.50000,1.66051,23.27846,0.15947,57.30000,24.10000,,,,
2019-09-17 19:47:04 IST,84,13.90000,16.00000,1.84329,23.87018,0.15604,57.50000,24.10000,,,,
2019-09-17 19:47:21 IST,85,14.10000,18.00000,1.64588,23.42561,0.16063,57.60000,24.10000,,,,
2019-09-17 19:47:37 IST,86,14.70000,18.90000,1.75023,24.31950,0.15718,57.30000,24.00000,,,,
2019-09-17 19:47:54 IST,87,14.30000,18.70000,1.69005,23.57327,0.16178,57.40000,24.10000,,,,
2019-09-17 19:48:10 IST,88,14.10000,18.30000,1.67524,23.42561,0.16409,57.00000,23.90000,,,,
2019-09-17 19:48:27 IST,89,14.20000,17.20000,1.84329,25.07904,0.16178,56.90000,23.80000,,,,
2019-09-17 19:48:44 IST,90,14.00000,17.30000,1.57404,22.84012,0.16876,57.00000,23.80000,,,,
2019-09-17 19:49:00 IST,91,14.10000,18.00000,1.57404,22.26284,0.16993,57.20000,23.70000,,,,
2019-09-17 19:49:17 IST,92,14.20000,17.90000,1.57404,22.40639,0.17228,57.00000,23.60000,,,,
2019-09-17 19:49:34 IST,93,14.20000,19.60000,1.78087,24.47033,0.16876,57.00000,23.50000,,,,
2019-09-17 19:49:50 IST,94,14.50000,18.80000,1.78087,24.77361,0.16993,57.20000,23.40000,,,,
2019-09-17 19:50:07 IST,95,14.40000,18.50000,1.58823,22.69503,0.17465,57.20000,23.30000,,,,
2019-09-17 19:50:23 IST,96,14.60000,19.10000,1.60251,22.55046,0.17703,57.30000,23.30000,,,,
2019-09-17 19:50:40 IST,97,14.00000,18.40000,1.57404,22.84012,0.17822,57.30000,23.20000,,,,
2019-09-17 19:50:56 IST,98,14.10000,19.00000,1.75023,24.62170,0.17584,57.30000,23.20000,,,,
2019-09-17 19:51:12 IST,99,14.30000,18.80000,1.76550,24.77361,0.17703,57.30000,23.10000,,,,
2019-09-17 19:51:29 IST,100,14.10000,16.50000,1.73504,24.16920,0.17942,57.40000,23.00000,,,,
2019-09-17 19:51:46 IST,101,13.70000,16.30000,1.75023,24.31950,0.18061,57.30000,22.90000,,,,
2019-09-17 19:52:02 IST,102,13.90000,16.60000,1.50438,22.40639,0.18423,57.60000,22.90000,,,,
2019-09-17 19:52:20 IST,103,14.50000,17.50000,1.73504,24.16920,0.18182,57.70000,23.00000,,,,
2019-09-17 19:52:36 IST,104,14.30000,17.70000,1.79633,24.62170,0.18061,58.10000,22.90000,,,,
2019-09-17 19:52:52 IST,105,14.40000,17.20000,1.79633,24.47033,0.18061,58.80000,23.00000,,,,
2019-09-17 19:53:08 IST,106,13.90000,17.20000,1.79633,24.77361,0.18061,59.80000,23.00000,,,,
2019-09-17 19:53:24 IST,107,14.00000,17.70000,1.79633,24.77361,0.17942,61.00000,23.10000,,,,
2019-09-17 19:53:41 IST,108,14.20000,17.30000,1.79633,24.92605,0.17942,62.10000,23.10000,,,,
2019-09-17 19:53:57 IST,109,14.20000,18.50000,1.79633,24.92605,0.17822,62.70000,23.20000,,,,
2019-09-17 19:54:13 IST,110,14.70000,18.70000,1.78087,24.92605,0.17942,63.40000,23.30000,,,,
2019-09-17 19:54:29 IST,111,15.40000,17.90000,1.60251,22.98572,0.18061,63.80000,23.40000,,,,
2019-09-17 19:54:46 IST,112,15.30000,19.50000,1.58823,22.98572,0.17942,64.60000,23.50000,,,,
2019-09-17 19:55:03 IST,113,15.10000,18.50000,1.82754,24.77361,0.17465,65.20000,23.60000,,,,
2019-09-17 19:55:21 IST,114,15.10000,17.70000,1.79633,24.92605,0.17465,65.40000,23.70000,,,,
2019-09-17 19:55:37 IST,115,14.80000,17.80000,1.79633,24.92605,0.17465,65.40000,23.70000,,,,
2019-09-17 19:55:54 IST,116,15.00000,18.70000,1.81189,24.77361,0.17465,65.60000,23.80000,,,,
2019-09-17 19:56:10 IST,117,15.00000,18.40000,1.81189,24.77361,0.17347,65.90000,23.90000,,,,
2019-09-17 19:56:27 IST,118,15.10000,18.00000,1.79633,24.92605,0.17465,66.10000,23.80000,,,,
2019-09-17 19:56:43 IST,119,15.20000,17.80000,1.57404,22.84012,0.17822,66.30000,23.90000,,,,
2019-09-17 19:57:00 IST,120,15.70000,18.30000,1.79633,24.62170,0.17347,66.40000,24.00000,,,,
2019-09-17 19:57:17 IST,121,15.80000,19.30000,1.58823,22.84012,0.17822,66.90000,24.00000,,,,
2019-09-17 19:57:34 IST,122,15.60000,17.50000,1.78087,24.77361,0.17465,66.90000,24.00000,,,,
2019-09-17 19:57:51 IST,123,15.50000,18.20000,1.78087,24.92605,0.17584,67.30000,24.00000,,,,
2019-09-17 19:58:07 IST,124,15.40000,19.40000,1.81189,24.92605,0.17703,67.80000,24.10000,,,,
2019-09-17 19:58:24 IST,125,15.60000,21.20000,1.60251,22.84012,0.17822,68.10000,23.90000,,,,
2019-09-17 19:58:40 IST,126,15.60000,20.10000,1.81189,24.77361,0.17465,68.60000,24.00000,,,,
2019-09-17 19:58:57 IST,127,15.80000,18.20000,1.79633,24.62170,0.17584,68.80000,24.00000,,,,
2019-09-17 19:59:14 IST,128,16.10000,18.70000,1.79633,24.62170,0.17584,69.10000,24.00000,,,,
2019-09-17 19:59:31 IST,129,15.90000,19.30000,1.78087,24.62170,0.17703,69.50000,24.00000,,,,
2019-09-17 19:59:47 IST,130,16.00000,19.50000,1.75023,24.77361,0.17703,70.00000,24.10000,,,,
2019-09-17 20:00:04 IST,131,16.30000,20.10000,1.55993,22.69503,0.18061,69.70000,24.00000,,,,
2019-09-17 20:00:21 IST,132,16.10000,19.00000,1.76550,24.47033,0.17822,68.80000,24.10000,,,,
2019-09-17 20:00:38 IST,133,15.90000,18.40000,1.79633,24.62170,0.17942,68.40000,24.00000,,,,
2019-09-17 20:00:55 IST,134,15.20000,17.70000,1.55993,22.69503,0.18544,68.30000,23.90000,,,,
2019-09-17 20:01:11 IST,135,15.10000,17.90000,1.76550,24.77361,0.18182,68.40000,23.90000,,,,
2019-09-17 20:01:27 IST,136,15.20000,18.60000,1.75023,24.47033,0.18544,68.50000,23.80000,,,,
2019-09-17 20:01:44 IST,137,15.30000,17.10000,1.76550,24.47033,0.18423,68.60000,23.80000,,,,
2019-09-17 20:02:00 IST,138,16.20000,18.90000,1.75023,24.62170,0.18909,68.90000,23.80000,,,,
2019-09-17 20:02:17 IST,139,16.10000,21.90000,1.78087,24.92605,0.18544,69.10000,23.70000,,,,
2019-09-17 20:02:33 IST,140,15.70000,20.90000,1.78087,24.01942,0.18787,69.70000,23.80000,,,,
2019-09-17 20:02:50 IST,141,15.50000,17.80000,1.76550,24.77361,0.18665,70.50000,23.80000,,,,
2019-09-17 20:03:07 IST,142,15.30000,18.00000,1.78087,24.62170,0.18544,70.40000,23.80000,,,,
2019-09-17 20:03:23 IST,143,15.90000,18.80000,1.75023,24.77361,0.19031,69.70000,23.70000,,,,
2019-09-17 20:03:39 IST,144,16.10000,19.40000,1.75023,22.69503,0.18787,69.60000,23.70000,,,,
2019-09-17 20:03:56 IST,145,16.20000,19.20000,1.76550,24.77361,0.19276,69.40000,23.80000,,,,
2019-09-17 20:04:12 IST,146,16.40000,18.40000,1.57404,22.55046,0.19400,68.80000,23.70000,,,,
2019-09-17 20:04:29 IST,147,16.40000,18.50000,1.70496,24.92605,0.19031,68.70000,23.70000,,,,
2019-09-17 20:04:45 IST,148,15.90000,17.90000,1.58823,23.87018,0.19154,68.00000,23.70000,,,,
2019-09-17 20:05:03 IST,149,15.70000,19.10000,1.75023,22.98572,0.19523,67.60000,23.60000,,,,
2019-09-17 20:05:20 IST,150,15.90000,18.80000,1.76550,24.62170,0.19771,67.20000,23.50000,,,,
2019-09-17 20:05:37 IST,151,16.20000,19.00000,1.75023,24.62170,0.19647,67.00000,23.50000,,,,
2019-09-17 20:05:53 IST,152,15.90000,19.70000,1.57404,22.69503,0.20270,66.40000,23.40000,,,,
2019-09-17 20:06:10 IST,153,15.60000,20.10000,1.78087,24.92605,0.19895,65.70000,23.30000,,,,
2019-09-17 20:06:26 IST,154,15.70000,18.40000,1.55993,22.84012,0.20522,65.50000,23.30000,,,,
2019-09-17 20:06:42 IST,155,15.70000,17.60000,1.55993,22.84012,0.20648,65.50000,23.20000,,,,
2019-09-17 20:06:59 IST,156,15.10000,17.50000,1.78087,22.98572,0.20396,64.90000,23.20000,,,,
2019-09-17 20:07:16 IST,157,15.00000,18.40000,1.57404,22.69503,0.20901,64.50000,23.10000,,,,
2019-09-17 20:07:33 IST,158,15.00000,18.40000,1.73504,22.84012,0.20648,63.60000,23.00000,,,,
2019-09-17 20:07:50 IST,159,15.20000,20.80000,1.55993,22.84012,0.21156,63.50000,23.00000,,,,
2019-09-17 20:08:06 IST,160,15.00000,20.00000,1.75023,24.77361,0.21028,63.40000,22.90000,,,,
2019-09-17 20:08:23 IST,161,15.00000,18.00000,1.76550,24.77361,0.21028,64.60000,22.80000,,,,
2019-09-17 20:08:41 IST,162,15.30000,17.80000,1.54592,22.84012,0.21412,67.70000,22.90000,,,,
2019-09-17 20:08:57 IST,163,16.30000,19.20000,1.76550,24.92605,0.20774,69.40000,22.90000,,,,
2019-09-17 20:09:14 IST,164,16.00000,17.90000,1.57404,22.69503,0.21028,70.10000,23.00000,,,,
2019-09-17 20:09:30 IST,165,15.70000,17.80000,1.55993,22.84012,0.21028,70.80000,23.10000,,,,
2019-09-17 20:09:48 IST,166,15.30000,18.30000,1.78087,24.77361,0.20396,71.50000,23.20000,,,,
2019-09-17 20:10:04 IST,167,15.10000,18.70000,1.78087,24.92605,0.20270,72.10000,23.30000,,,,
2019-09-17 20:10:21 IST,168,15.60000,19.80000,1.57404,22.84012,0.20648,72.60000,23.30000,,,,
2019-09-17 20:10:38 IST,169,16.10000,18.60000,1.79633,24.92605,0.20020,72.90000,23.40000,,,,
2019-09-17 20:10:54 IST,170,15.80000,18.90000,1.78087,25.07904,0.20020,73.40000,23.50000,,,,
2019-09-17 20:11:11 IST,171,15.70000,18.70000,1.57404,22.84012,0.20396,74.30000,23.60000,,,,
2019-09-17 20:11:27 IST,172,16.30000,18.30000,1.79633,24.77361,0.19771,75.00000,23.70000,,,,
2019-09-17 20:11:44 IST,173,16.20000,18.20000,1.57404,22.98572,0.20270,75.70000,23.80000,,,,
2019-09-17 20:12:00 IST,174,16.50000,19.40000,1.55993,22.98572,0.20145,75.70000,23.90000,,,,
2019-09-17 20:12:16 IST,175,17.20000,19.80000,1.76550,24.92605,0.19523,76.60000,24.00000,,,,
2019-09-17 20:12:33 IST,176,17.40000,19.40000,1.78087,25.07904,0.19647,77.00000,24.00000,,,,
2019-09-17 20:12:50 IST,177,16.90000,19.00000,1.57404,23.13183,0.19771,77.20000,24.10000,,,,
2019-09-17 20:13:06 IST,178,17.00000,19.30000,1.79633,25.07904,0.19647,76.50000,24.20000,,,,
2019-09-17 20:13:23 IST,179,17.50000,19.90000,1.58823,22.98572,0.19771,75.90000,24.20000,,,,
2019-09-17 20:13:40 IST,180,16.70000,19.30000,1.79633,24.62170,0.19771,75.60000,24.30000,,,,
2019-09-17 20:13:57 IST,181,16.90000,19.00000,1.58823,22.98572,0.19771,75.40000,24.40000,,,,
2019-09-17 20:14:13 IST,182,17.10000,19.10000,1.57404,22.98572,0.19771,75.40000,24.40000,,,,
2019-09-17 20:14:30 IST,183,17.40000,19.80000,1.78087,25.07904,0.19523,74.90000,24.40000,,,,
2019-09-17 20:14:47 IST,184,17.70000,20.30000,1.79633,24.92605,0.19400,73.80000,24.40000,,,,
2019-09-17 20:15:04 IST,185,17.20000,19.90000,1.79633,24.92605,0.19523,74.10000,24.40000,,,,
2019-09-17 20:15:21 IST,186,17.20000,20.00000,1.79633,24.92605,0.19523,74.40000,24.40000,,,,
2019-09-17 20:15:38 IST,187,17.40000,21.30000,1.81189,25.23256,0.19400,75.60000,24.40000,,,,
2019-09-17 20:15:54 IST,188,17.80000,21.20000,1.79633,24.92605,0.19523,75.00000,24.40000,,,,
2019-09-17 20:16:11 IST,189,17.40000,19.70000,1.81189,24.92605,0.19647,73.10000,24.40000,,,,
2019-09-17 20:16:26 IST,190,16.90000,18.90000,1.79633,25.07904,0.20020,72.40000,24.30000,,,,
2019-09-17 20:16:42 IST,191,17.50000,19.60000,1.57404,23.13183,0.20270,73.30000,24.40000,,,,
2019-09-17 20:16:59 IST,192,17.60000,19.70000,1.58823,22.98572,0.20396,73.60000,24.40000,,,,
2019-09-17 20:17:16 IST,193,17.00000,19.00000,1.78087,23.13183,0.20145,73.00000,24.40000,,,,
2019-09-17 20:17:33 IST,194,17.60000,19.70000,1.57404,23.13183,0.20522,73.30000,24.40000,,,,
2019-09-17 20:17:50 IST,195,17.80000,21.40000,1.78087,25.07904,0.20020,72.50000,24.40000,,,,
2019-09-17 20:18:06 IST,196,18.00000,23.40000,1.76550,25.07904,0.20020,72.30000,24.40000,,,,
2019-09-17 20:18:23 IST,197,17.70000,21.10000,1.79633,25.23256,0.20145,72.80000,24.40000,,,,
2019-09-17 20:18:39 IST,198,18.10000,22.00000,1.78087,23.27846,0.20270,72.90000,24.40000,,,,
2019-09-17 20:18:56 IST,199,18.00000,22.10000,1.78087,25.07904,0.20396,71.80000,24.30000,,,,
2019-09-17 20:19:12 IST,200,16.80000,19.80000,1.58823,22.98572,0.20774,71.40000,24.30000,,,,
2019-09-17 20:19:28 IST,201,16.70000,19.90000,1.61688,25.23256,0.20270,71.70000,24.30000,,,,
2019-09-17 20:19:45 IST,202,17.30000,19.30000,1.57404,23.27846,0.20774,71.50000,24.30000,,,,
2019-09-17 20:20:01 IST,203,16.80000,18.80000,1.69005,25.38664,0.20270,71.20000,24.30000,,,,
2019-09-17 20:20:19 IST,204,16.50000,18.40000,1.60251,24.77361,0.20270,70.60000,24.40000,,,,
2019-09-17 20:20:35 IST,205,16.50000,18.40000,1.79633,25.38664,0.20270,70.80000,24.40000,,,,
2019-09-17 20:20:52 IST,206,16.40000,19.50000,1.61688,25.54126,0.20270,70.30000,24.30000,,,,
2019-09-17 20:21:09 IST,207,15.90000,17.80000,1.81189,23.57327,0.20522,70.00000,24.30000,,,,
2019-09-17 20:21:26 IST,208,16.00000,17.90000,1.60251,23.42561,0.21028,69.20000,24.30000,,,,
2019-09-17 20:21:42 IST,209,16.00000,17.90000,1.60251,23.27846,0.21156,68.90000,24.20000,,,,
2019-09-17 20:21:59 IST,210,15.80000,17.60000,1.79633,24.92605,0.21412,68.30000,24.10000,,,,
2019-09-17 20:22:15 IST,211,15.70000,17.50000,1.60251,23.42561,0.21540,68.30000,23.90000,,,,
2019-09-17 20:22:32 IST,212,16.00000,17.90000,1.79633,24.31950,0.21540,68.60000,23.90000,,,,
2019-09-17 20:22:48 IST,213,15.70000,17.60000,1.81189,25.38664,0.21284,68.90000,23.80000,,,,
2019-09-17 20:23:04 IST,214,15.20000,17.00000,1.79633,25.38664,0.21412,68.30000,23.80000,,,,
2019-09-17 20:23:21 IST,215,15.50000,17.30000,1.60251,25.38664,0.21540,68.10000,23.70000,,,,
2019-09-17 20:23:38 IST,216,15.90000,17.90000,1.60251,23.27846,0.22057,68.40000,23.60000,,,,
2019-09-17 20:23:55 IST,217,15.80000,17.90000,1.58823,23.13183,0.22187,68.60000,23.60000,,,,
2019-09-17 20:24:12 IST,218,15.30000,17.10000,1.69005,23.87018,0.21669,68.90000,23.60000,,,,
2019-09-17 20:24:29 IST,219,15.80000,17.90000,1.78087,24.31950,0.22057,68.60000,23.60000,,,,
2019-09-17 20:24:45 IST,220,16.00000,17.90000,1.58823,23.27846,0.22318,67.90000,23.60000,,,,
2019-09-17 20:25:01 IST,221,15.80000,20.00000,1.79633,25.38664,0.21928,67.40000,23.60000,,,,
2019-09-17 20:25:18 IST,222,15.40000,20.90000,1.57404,25.38664,0.22057,67.10000,23.60000,,,,
2019-09-17 20:25:35 IST,223,15.30000,17.20000,1.75023,23.13183,0.21928,67.60000,23.60000,,,,
2019-09-17 20:25:51 IST,224,15.10000,17.60000,1.57404,24.62170,0.22318,67.30000,23.60000,,,,
2019-09-17 20:26:09 IST,225,15.40000,18.00000,1.60251,23.13183,0.22318,67.20000,23.60000,,,,
2019-09-17 20:26:25 IST,226,15.10000,17.40000,1.63133,24.47033,0.22580,65.80000,23.50000,,,,
2019-09-17 20:26:42 IST,227,15.00000,17.10000,1.51814,23.72146,0.22580,66.00000,23.50000,,,,
2019-09-17 20:26:59 IST,228,14.60000,17.60000,1.67524,22.55046,0.22843,66.10000,23.40000,,,,
2019-09-17 20:27:15 IST,229,14.50000,18.30000,1.69005,24.47033,0.23240,66.00000,23.40000,,,,
2019-09-17 20:27:32 IST,230,14.50000,16.80000,1.49071,22.40639,0.23373,66.20000,23.60000,,,,
2019-09-17 20:27:48 IST,231,14.40000,17.30000,1.51814,22.26284,0.23240,65.60000,23.60000,,,,
2019-09-17 20:28:05 IST,232,14.00000,17.50000,1.55993,23.42561,0.22843,64.90000,23.50000,,,,
2019-09-17 20:28:22 IST,233,14.20000,16.40000,1.70496,23.27846,0.23240,64.60000,23.60000,,,,
2019-09-17 20:28:39 IST,234,13.90000,15.50000,1.51814,24.01942,0.22975,64.20000,23.60000,,,,
2019-09-17 20:28:55 IST,235,14.20000,16.10000,1.70496,22.40639,0.23240,63.90000,23.50000,,,,
2019-09-17 20:29:11 IST,236,14.10000,16.70000,1.71996,24.47033,0.23107,64.10000,23.40000,,,,
2019-09-17 20:29:28 IST,237,13.70000,16.40000,1.70496,24.47033,0.23240,64.00000,23.40000,,,,
2019-09-17 20:29:45 IST,238,13.80000,15.50000,1.61688,24.47033,0.23373,63.20000,23.30000,,,,
2019-09-17 20:30:01 IST,239,14.10000,15.80000,1.57404,23.57327,0.23507,63.30000,23.20000,,,,
2019-09-17 20:30:18 IST,240,14.30000,16.40000,1.67524,24.47033,0.23640,63.40000,23.20000,,,,
2019-09-17 20:30:34 IST,241,13.80000,16.70000,1.50438,22.55046,0.24179,63.60000,23.20000,,,,
2019-09-17 20:30:51 IST,242,13.40000,15.60000,1.49071,22.55046,0.24314,63.80000,23.20000,,,,
2019-09-17 20:31:07 IST,243,13.60000,15.90000,1.69005,24.77361,0.23774,63.90000,23.10000,,,,
2019-09-17 20:31:23 IST,244,13.40000,15.90000,1.49071,22.55046,0.24450,63.90000,23.10000,,,,
